word,layer_0,layer_1,layer_2
congressional,1.0,0.668,0.484
delegation,1.0,0.759,0.588
casualties,1.0,0.67,0.588
choose,1.0,0.71,0.593
deserve,1.0,0.808,0.756
gun,1.0,0.687,0.555
56,1.0,0.453,0.353
indigenous,1.0,0.732,0.657
democratic,1.0,0.713,0.581
worm,1.0,0.781,0.669
pornography,1.0,0.685,0.528
Vincent,1.0,0.677,0.552
Response,1.0,0.701,0.622
Armstrong,1.0,0.663,0.565
developing,1.0,0.756,0.651
appear,1.0,0.68,0.571
Indiana,1.0,0.65,0.529
Michigan,1.0,0.589,0.45
searched,1.0,0.799,0.698
Pennsylvania,1.0,0.732,0.616
blocked,1.0,0.586,0.394
unfounded,1.0,0.677,0.56
fears,1.0,0.686,0.569
53,1.0,0.424,0.303
recent,1.0,0.616,0.446
administer,1.0,0.889,0.871
circumstances,1.0,0.783,0.662
representatives,1.0,0.779,0.666
costs,1.0,0.708,0.592
Above,1.0,0.949,0.94
90,1.0,0.676,0.601
diplomat,1.0,0.725,0.597
met,1.0,0.623,0.449
minutes,1.0,0.701,0.567
winner,1.0,0.646,0.46
Nobel,1.0,0.818,0.721
Peace,1.0,0.658,0.548
Prize,1.0,0.732,0.66
London,1.0,0.624,0.51
embarking,1.0,0.935,0.874
launches,1.0,0.791,0.588
mind,1.0,0.774,0.679
50.7,1.0,0.582,0.494
looks,1.0,0.736,0.604
priest,1.0,0.687,0.524
64,1.0,0.483,0.356
Linda,1.0,0.738,0.605
includes,1.0,0.762,0.5
prisoners,1.0,0.723,0.638
Qaeda,1.0,0.791,0.677
A.,1.0,0.623,0.516
covers,1.0,0.701,0.544
e,1.0,0.756,0.602
mail,1.0,0.772,0.607
Johnson,1.0,0.573,0.534
Members,1.0,0.781,0.723
precisely,1.0,0.819,0.749
Stone,1.0,0.547,0.486
Episcopal,1.0,0.884,0.822
77,1.0,0.491,0.38
Anglican,1.0,0.789,0.752
integration,1.0,0.929,0.893
African,1.0,0.596,0.459
Nigerian,1.0,0.704,0.585
river,1.0,0.763,0.668
Ukrainian,1.0,0.727,0.623
Latin,1.0,0.715,0.522
bitter,1.0,0.632,0.502
further,1.0,0.553,0.369
Mississippi,1.0,0.579,0.442
Marcel,1.0,0.896,0.843
captain,1.0,0.692,0.561
believes,1.0,0.77,0.584
Moscow,1.0,0.632,0.53
frequent,1.0,0.634,0.445
tension,1.0,0.679,0.557
ahead,1.0,0.644,0.501
torn,1.0,0.816,0.707
Eric,1.0,0.743,0.583
save,1.0,0.639,0.486
opportunities,1.0,0.82,0.724
operator,1.0,0.72,0.555
Kelly,1.0,0.72,0.561
ministry,1.0,0.71,0.574
convicted,1.0,0.71,0.568
jet,1.0,0.785,0.658
Sony,1.0,0.79,0.678
spreading,1.0,0.786,0.652
vast,1.0,0.711,0.595
abortions,1.0,0.791,0.682
performed,1.0,0.645,0.476
girls,1.0,0.8,0.744
evacuated,1.0,0.743,0.595
bug,1.0,0.653,0.516
certainly,1.0,0.653,0.486
From,1.0,0.599,0.505
simply,1.0,0.642,0.455
Oh,1.0,0.828,0.786
crash,1.0,0.758,0.668
Captain,1.0,0.799,0.685
fellow,1.0,0.659,0.443
Allen,1.0,0.619,0.513
Hope,1.0,0.59,0.472
kiss,1.0,0.856,0.801
connections,1.0,0.602,0.526
barred,1.0,0.81,0.687
courageous,1.0,0.666,0.561
Oscar,1.0,0.721,0.652
film,1.0,0.642,0.56
Walker,1.0,0.648,0.56
bilateral,1.0,0.76,0.685
interview,1.0,0.746,0.67
legislators,1.0,0.76,0.649
here,1.0,0.667,0.54
punishment,1.0,0.783,0.689
Edward,1.0,0.737,0.579
Federal,1.0,0.712,0.585
remorse,1.0,0.838,0.764
planned,1.0,0.602,0.405
potential,1.0,0.685,0.51
complete,1.0,0.579,0.394
alternate,1.0,0.658,0.465
Farm,1.0,0.67,0.571
cites,1.0,0.789,0.596
alleged,1.0,0.647,0.418
operational,1.0,0.613,0.402
uses,1.0,0.802,0.703
Philadelphia,1.0,0.626,0.503
council,1.0,0.661,0.496
defy,1.0,0.844,0.722
BBC,1.0,0.731,0.667
polls,1.0,0.736,0.603
Gulf,1.0,0.715,0.57
Indian,1.0,0.715,0.597
Funny,1.0,0.691,0.559
Co.,1.0,0.846,0.678
Cuban,1.0,0.753,0.587
none,1.0,0.777,0.664
Los,1.0,0.773,0.635
Angeles,1.0,0.747,0.616
findings,1.0,0.783,0.67
measures,1.0,0.711,0.587
hopes,1.0,0.677,0.485
Enron,1.0,0.783,0.688
accurate,1.0,0.636,0.524
picture,1.0,0.756,0.677
sample,1.0,0.709,0.599
parents,1.0,0.678,0.576
artificially,1.0,0.801,0.661
genuine,1.0,0.729,0.615
800,1.0,0.766,0.617
spots,1.0,0.752,0.577
summer,1.0,0.564,0.441
joining,1.0,0.717,0.481
Kodak,1.0,0.738,0.586
worked,1.0,0.699,0.54
managed,1.0,0.769,0.649
positions,1.0,0.719,0.586
granted,1.0,0.78,0.699
crucial,1.0,0.7,0.574
aspects,1.0,0.856,0.764
Commissioner,1.0,0.878,0.785
Gold,1.0,0.692,0.589
rise,1.0,0.651,0.548
silver,1.0,0.774,0.69
bounce,1.0,0.602,0.439
Carolina,1.0,0.66,0.489
okay,1.0,0.689,0.625
Global,1.0,0.689,0.601
unions,1.0,0.747,0.599
staged,1.0,0.655,0.492
dining,1.0,0.842,0.775
gambling,1.0,0.734,0.565
Lottery,1.0,0.751,0.649
pressed,1.0,0.683,0.567
lottery,1.0,0.703,0.564
sunset,1.0,0.757,0.659
Kentucky,1.0,0.626,0.453
Fletcher,1.0,0.739,0.624
battling,1.0,0.729,0.546
obstacles,1.0,0.774,0.693
'll,1.0,0.739,0.683
Remote,1.0,0.668,0.546
communications,1.0,0.705,0.564
obesity,1.0,0.715,0.641
problems,1.0,0.768,0.651
argue,1.0,0.7,0.673
Michelle,1.0,0.825,0.699
chips,1.0,0.678,0.486
Women,1.0,0.719,0.604
Vatican,1.0,0.708,0.602
Where,1.0,0.855,0.805
senator,1.0,0.658,0.542
History,1.0,0.851,0.801
Hillary,1.0,0.823,0.799
lady,1.0,0.876,0.802
2.5,1.0,0.467,0.414
81,1.0,0.482,0.452
comparable,1.0,0.933,0.918
rule,1.0,0.7,0.561
bars,1.0,0.622,0.429
Chris,1.0,0.762,0.603
Kennedy,1.0,0.656,0.542
Right,1.0,0.683,0.545
anyone,1.0,0.614,0.514
responsible,1.0,0.777,0.694
west,1.0,0.656,0.491
inspectors,1.0,0.799,0.64
stopped,1.0,0.628,0.465
sensitive,1.0,0.597,0.416
Ms,1.0,0.821,0.706
Cup,1.0,0.786,0.681
Donald,1.0,0.787,0.635
crime,1.0,0.819,0.74
closer,1.0,0.697,0.561
kind,1.0,0.686,0.572
internal,1.0,0.756,0.602
doubt,1.0,0.793,0.732
Queen,1.0,0.795,0.708
Egyptians,1.0,0.784,0.714
searching,1.0,0.719,0.584
range,1.0,0.655,0.493
retail,1.0,0.628,0.424
Treasury,1.0,0.622,0.5
manage,1.0,0.667,0.583
nationalist,1.0,0.842,0.797
desk,1.0,0.791,0.7
bound,1.0,0.67,0.561
Ministry,1.0,0.709,0.618
Defence,1.0,0.9,0.877
facing,1.0,0.692,0.527
m,1.0,0.64,0.497
hundreds,1.0,0.639,0.484
Kenyan,1.0,0.691,0.552
raped,1.0,0.857,0.757
attacked,1.0,0.622,0.418
wounded,1.0,0.84,0.737
interior,1.0,0.654,0.529
USA,1.0,0.709,0.536
fighting,1.0,0.722,0.575
centre,1.0,0.705,0.547
Missouri,1.0,0.606,0.48
Blue,1.0,0.869,0.794
warnings,1.0,0.846,0.763
driven,1.0,0.724,0.628
focused,1.0,0.74,0.584
Mitsubishi,1.0,0.861,0.791
Tokyo,1.0,0.785,0.703
Financial,1.0,0.661,0.564
Palestinians,1.0,0.718,0.624
birthday,1.0,0.754,0.669
holiday,1.0,0.677,0.561
Princess,1.0,0.752,0.653
turned,1.0,0.637,0.392
conspiracy,1.0,0.776,0.602
lying,1.0,0.773,0.662
grand,1.0,0.706,0.514
post,1.0,0.619,0.428
conducted,1.0,0.596,0.469
visits,1.0,0.635,0.425
mosques,1.0,0.88,0.816
jail,1.0,0.719,0.63
university,1.0,0.611,0.51
Our,1.0,0.706,0.69
fundamental,1.0,0.804,0.73
values,1.0,0.7,0.593
changed,1.0,0.742,0.61
parts,1.0,0.651,0.52
constitution,1.0,0.752,0.679
crossed,1.0,0.708,0.541
constitutional,1.0,0.709,0.578
Charles,1.0,0.611,0.483
UC,1.0,0.713,0.537
professor,1.0,0.758,0.665
airport,1.0,0.695,0.597
Pakistani,1.0,0.697,0.575
enforcement,1.0,0.749,0.606
Toronto,1.0,0.717,0.572
nine,1.0,0.579,0.47
finish,1.0,0.65,0.522
Toll,1.0,0.686,0.584
runs,1.0,0.786,0.695
46,1.0,0.458,0.391
sweep,1.0,0.602,0.401
felt,1.0,0.76,0.64
pre,1.0,0.665,0.395
Through,1.0,0.658,0.52
Hong,1.0,0.784,0.678
Kong,1.0,0.79,0.685
flu,1.0,0.722,0.589
ill,1.0,0.585,0.49
upside,1.0,0.747,0.622
predicted,1.0,0.617,0.45
cooperate,1.0,0.885,0.794
plea,1.0,0.785,0.686
Albuquerque,1.0,0.654,0.581
annually,1.0,0.902,0.831
takes,1.0,0.698,0.526
annual,1.0,0.681,0.498
Pro,1.0,0.86,0.68
economists,1.0,0.815,0.76
corporations,1.0,0.966,0.932
blatantly,1.0,1.0,1.0
snob,1.0,1.0,1.0
Economists,1.0,0.911,0.896
openly,1.0,0.723,0.607
luxury,1.0,0.958,0.92
importantly,1.0,0.963,0.938
Ahmadinejad,1.0,0.85,0.802
destabilizing,1.0,0.806,0.734
Bernanke,1.0,0.846,0.792
Gays,1.0,0.865,0.825
modern,1.0,0.726,0.607
practices,1.0,0.795,0.667
indulgent,1.0,1.0,1.0
practical,1.0,0.638,0.558
laws,1.0,0.747,0.659
Mubarak,1.0,0.791,0.705
dismissed,1.0,0.735,0.603
demands,1.0,0.631,0.469
futile,1.0,0.855,0.789
taxing,1.0,0.659,0.542
disrupted,1.0,0.656,0.489
depends,1.0,0.881,0.813
directly,1.0,0.627,0.429
fate,1.0,0.803,0.734
Pax,1.0,0.875,0.836
Europa,1.0,0.823,0.803
pan,1.0,0.84,0.757
prosperity,1.0,0.693,0.649
depend,1.0,0.874,0.804
Large,1.0,0.808,0.737
tendency,1.0,0.883,0.791
extends,1.0,0.778,0.629
deeper,1.0,0.844,0.776
headscarves,1.0,0.975,0.968
trend,1.0,0.845,0.738
beyond,1.0,0.718,0.574
simple,1.0,0.645,0.526
divisions,1.0,0.833,0.776
reproduced,1.0,1.0,1.0
Beyond,1.0,0.771,0.686
geographical,1.0,0.876,0.808
division,1.0,0.737,0.586
continues,1.0,0.685,0.533
Versus,1.0,1.0,1.0
psychologists,1.0,0.898,0.877
envy,1.0,0.782,0.73
pervasive,1.0,0.617,0.507
attractive,1.0,0.799,0.756
reflect,1.0,0.8,0.744
delicate,1.0,0.839,0.775
balance,1.0,0.881,0.854
transferable,1.0,0.905,0.875
fragile,1.0,0.964,0.961
theories,1.0,0.899,0.868
explanations,1.0,0.82,0.762
Every,1.0,0.867,0.876
markedly,1.0,0.636,0.549
answer,1.0,0.722,0.654
lies,1.0,0.722,0.59
Indonesian,1.0,0.708,0.652
activists,1.0,0.659,0.57
generate,1.0,0.893,0.884
domestically,1.0,0.982,0.963
internationally,1.0,0.95,0.917
ignorant,1.0,0.866,0.841
poor,1.0,0.677,0.593
sick,1.0,0.836,0.75
moment,1.0,0.76,0.707
Jobs,1.0,0.878,0.84
sharia,1.0,0.927,0.897
introduced,1.0,0.704,0.577
threat,1.0,0.674,0.586
evaporate,1.0,1.0,1.0
technological,1.0,0.771,0.645
prominent,1.0,0.74,0.584
businessman,1.0,0.861,0.819
divides,1.0,1.0,1.0
influential,1.0,0.731,0.622
precise,1.0,0.774,0.671
forge,1.0,0.964,0.953
absolves,1.0,1.0,1.0
Conservative,1.0,0.728,0.658
effective,1.0,0.728,0.627
recommend,1.0,0.852,0.795
policies,1.0,0.694,0.639
politicians,1.0,0.799,0.76
gross,1.0,0.973,0.954
ruin,1.0,0.865,0.842
mistake,1.0,0.716,0.634
Political,1.0,0.854,0.838
Tocqueville,1.0,0.984,0.975
constraints,1.0,1.0,1.0
witnessing,1.0,0.865,0.812
shift,1.0,0.81,0.717
Islamist,1.0,0.691,0.569
Islamic,1.0,0.702,0.562
defeat,1.0,0.917,0.884
Alstom,1.0,0.914,0.896
profound,1.0,0.924,0.892
consequences,1.0,0.841,0.75
repercussions,1.0,0.993,0.986
absence,1.0,0.68,0.612
conservative,1.0,0.802,0.71
Losing,1.0,0.747,0.634
intolerance,1.0,0.938,0.926
undeniable,1.0,0.978,0.96
meetings,1.0,0.744,0.616
philosopher,1.0,0.966,0.953
Gauchet,1.0,0.937,0.911
entitled,1.0,0.781,0.688
Democracy,1.0,0.851,0.821
Itself,1.0,1.0,1.0
itself,1.0,0.683,0.491
spirit,1.0,0.871,0.839
success,1.0,0.76,0.646
malaise,1.0,0.946,0.936
seems,1.0,0.685,0.588
regime,1.0,0.755,0.659
impotence,1.0,0.941,0.926
Europeans,1.0,0.91,0.891
spared,1.0,1.0,1.0
legacy,1.0,0.828,0.727
forgotten,1.0,0.782,0.72
Those,1.0,0.906,0.893
factory,1.0,0.648,0.504
intensive,1.0,0.727,0.607
methods,1.0,0.77,0.708
plausible,1.0,0.835,0.796
deposed,1.0,0.785,0.676
tyrant,1.0,0.907,0.895
Yet,1.0,0.949,0.93
institutionalization,1.0,1.0,1.0
Islam,1.0,0.833,0.749
adventure,1.0,0.912,0.887
Foremost,1.0,1.0,0.999
forefront,1.0,0.886,0.798
lessons,1.0,0.859,0.806
economics,1.0,0.769,0.717
dictated,1.0,0.919,0.898
remarkable,1.0,0.909,0.868
trap,1.0,0.967,0.931
Being,1.0,0.802,0.774
journalists,1.0,0.734,0.65
implicit,1.0,0.776,0.724
repudiation,1.0,0.954,0.946
ruler,1.0,0.896,0.856
Head,1.0,0.913,0.869
Will,1.0,0.629,0.554
divorce,1.0,0.716,0.626
husbands,1.0,0.968,0.954
abandon,1.0,0.762,0.699
lowering,1.0,0.697,0.566
democrats,1.0,0.713,0.645
reduction,1.0,0.758,0.667
downfall,1.0,0.715,0.624
bottom,1.0,0.696,0.631
asset,1.0,0.904,0.869
scarves,1.0,0.945,0.926
uncultivated,1.0,0.908,0.867
overshadowed,1.0,0.845,0.819
particularly,1.0,0.596,0.427
Guide,1.0,0.919,0.887
particuli,1.0,0.759,0.775
rement,1.0,0.809,0.82
reaches,1.0,0.677,0.477
Moreover,1.0,0.94,0.908
main,1.0,0.713,0.616
exporters,1.0,0.856,0.786
unwilling,1.0,0.895,0.842
subordinate,1.0,0.789,0.682
requirements,1.0,0.846,0.764
formulate,1.0,0.958,0.947
necessity,1.0,0.754,0.676
Leader,1.0,0.71,0.579
mainly,1.0,0.621,0.455
warning,1.0,0.703,0.553
powerlessness,1.0,0.93,0.927
Then,1.0,0.951,0.941
Perhaps,1.0,0.936,0.943
happens,1.0,0.747,0.69
mode,1.0,0.678,0.564
gays,1.0,0.706,0.6
Employment,1.0,0.618,0.542
regions,1.0,0.849,0.774
thanks,1.0,0.779,0.611
suspicion,1.0,0.723,0.62
regarding,1.0,0.775,0.643
Such,1.0,0.689,0.623
tops,1.0,0.572,0.366
hat,1.0,0.833,0.771
riding,1.0,0.875,0.822
horse,1.0,0.852,0.794
feeding,1.0,0.791,0.687
mouse,1.0,0.823,0.776
snake,1.0,0.819,0.758
flute,1.0,0.96,0.94
cheese,1.0,0.77,0.709
pizza,1.0,0.881,0.823
guitar,1.0,0.946,0.924
seated,1.0,0.755,0.655
onion,1.0,0.934,0.906
onions,1.0,0.932,0.921
skating,1.0,0.832,0.735
piano,1.0,0.951,0.93
throwing,1.0,0.835,0.719
ceiling,1.0,0.757,0.627
throws,1.0,0.828,0.747
holds,1.0,0.735,0.583
baby,1.0,0.789,0.718
kangaroo,1.0,0.877,0.829
bamboo,1.0,0.793,0.64
Someone,1.0,0.967,0.948
panda,1.0,0.863,0.863
dog,1.0,0.85,0.802
girl,1.0,0.861,0.812
brushing,1.0,0.844,0.751
polar,1.0,0.941,0.892
bear,1.0,0.744,0.607
swimming,1.0,0.735,0.608
pours,1.0,0.906,0.858
pot,1.0,0.808,0.729
wine,1.0,0.753,0.634
slide,1.0,0.84,0.775
slides,1.0,0.766,0.655
soccer,1.0,0.702,0.579
beach,1.0,0.869,0.8
meat,1.0,0.779,0.707
peels,1.0,0.943,0.928
potato,1.0,0.935,0.901
peeling,1.0,0.952,0.926
Men,1.0,0.746,0.657
falls,1.0,0.669,0.497
chasing,1.0,0.84,0.778
rabbit,1.0,0.876,0.83
axe,1.0,0.873,0.806
frying,1.0,0.797,0.726
pork,1.0,0.833,0.767
chop,1.0,0.638,0.544
kite,1.0,0.832,0.749
bull,1.0,0.795,0.699
rode,1.0,0.906,0.856
slicing,1.0,0.927,0.894
bun,1.0,0.888,0.856
pouring,1.0,0.926,0.89
skillet,1.0,0.954,0.908
lion,1.0,0.951,0.932
rides,1.0,0.853,0.779
skateboard,1.0,0.834,0.757
statue,1.0,0.807,0.742
shrimp,1.0,0.871,0.842
tiger,1.0,0.833,0.785
cucumber,1.0,0.932,0.907
tomato,1.0,0.89,0.853
harp,1.0,0.996,0.988
keyboard,1.0,0.896,0.864
climbs,1.0,0.713,0.585
violin,1.0,0.925,0.896
carrots,1.0,0.893,0.863
kid,1.0,0.78,0.713
tofu,1.0,0.907,0.895
licking,1.0,0.89,0.874
drums,1.0,0.948,0.927
pepper,1.0,0.809,0.74
plays,1.0,0.811,0.727
banana,1.0,0.942,0.901
spitting,1.0,0.761,0.663
toy,1.0,0.774,0.722
eggs,1.0,0.848,0.818
trumpet,1.0,0.92,0.89
chewing,1.0,0.917,0.885
squirrel,1.0,0.98,0.982
kissing,1.0,0.855,0.818
getting,1.0,0.697,0.604
garage,1.0,0.743,0.653
cycling,1.0,0.692,0.576
mushrooms,1.0,0.872,0.839
knife,1.0,0.901,0.85
apple,1.0,0.84,0.804
monkey,1.0,0.876,0.84
pushes,1.0,0.772,0.587
tying,1.0,0.827,0.726
watermelon,1.0,0.903,0.849
chopping,1.0,0.929,0.895
broccoli,1.0,0.91,0.899
peeled,1.0,0.721,0.654
potatoe,1.0,0.941,0.916
swims,1.0,0.91,0.88
underwater,1.0,0.784,0.688
basketball,1.0,0.696,0.587
talked,1.0,0.843,0.734
telephone,1.0,0.773,0.683
exercising,1.0,0.927,0.889
potatoes,1.0,0.851,0.791
ginger,1.0,0.772,0.681
plate,1.0,0.865,0.76
herbs,1.0,0.968,0.972
lifting,1.0,0.787,0.732
weights,1.0,0.834,0.756
chopped,1.0,0.657,0.586
green,1.0,0.702,0.538
noodles,1.0,0.875,0.85
biting,1.0,0.854,0.82
loris,1.0,0.874,0.821
dances,1.0,0.875,0.829
looking,1.0,0.799,0.743
sewing,1.0,0.752,0.626
chef,1.0,0.95,0.928
dough,1.0,0.889,0.855
egg,1.0,0.797,0.718
bowl,1.0,0.91,0.868
trampoline,1.0,0.952,0.905
sings,1.0,0.872,0.88
wall,1.0,0.8,0.71
trail,1.0,0.755,0.644
herd,1.0,0.753,0.693
street,1.0,0.847,0.757
shirtless,1.0,0.86,0.739
chair,1.0,0.796,0.713
turtle,1.0,0.895,0.894
puppy,1.0,0.863,0.816
tennis,1.0,0.714,0.618
carpet,1.0,0.85,0.762
scooter,1.0,0.865,0.814
motor,1.0,0.67,0.51
vegetable,1.0,0.804,0.691
rowing,1.0,0.879,0.856
boat,1.0,0.803,0.71
stickers,1.0,0.849,0.818
slices,1.0,0.733,0.668
garlic,1.0,0.843,0.8
dicing,1.0,0.937,0.91
plastic,1.0,0.804,0.727
cracks,1.0,0.737,0.554
trunk,1.0,0.808,0.751
toddler,1.0,0.753,0.675
walks,1.0,0.807,0.74
poured,1.0,0.783,0.672
tomatoes,1.0,0.867,0.832
paddling,1.0,0.775,0.724
canoe,1.0,0.845,0.806
woods,1.0,0.936,0.88
wooded,1.0,0.948,0.901
surfing,1.0,0.85,0.778
butter,1.0,0.762,0.699
bread,1.0,0.824,0.789
dance,1.0,0.723,0.633
hill,1.0,0.875,0.814
pasta,1.0,0.856,0.819
mixing,1.0,0.807,0.71
pots,1.0,0.733,0.691
pipe,1.0,0.77,0.701
Kids,1.0,0.835,0.803
laughing,1.0,0.814,0.74
bath,1.0,0.819,0.743
cats,1.0,0.802,0.734
pencil,1.0,0.814,0.757
vegetables,1.0,0.81,0.742
rolling,1.0,0.717,0.607
Woman,1.0,0.832,0.754
slice,1.0,0.769,0.676
cleaning,1.0,0.821,0.715
door,1.0,0.778,0.7
exercises,1.0,0.729,0.63
elderly,1.0,0.791,0.684
hits,1.0,0.671,0.496
dogs,1.0,0.867,0.824
swim,1.0,0.72,0.6
deer,1.0,0.883,0.845
chicken,1.0,0.772,0.709
camera,1.0,0.905,0.844
chili,1.0,0.775,0.735
raw,1.0,0.69,0.513
mowing,1.0,0.932,0.916
lawn,1.0,0.78,0.706
lemon,1.0,0.921,0.902
octopus,1.0,0.95,0.942
sword,1.0,0.898,0.86
puts,1.0,0.828,0.696
flour,1.0,0.803,0.773
shooting,1.0,0.669,0.532
elephant,1.0,0.897,0.854
skiing,1.0,0.697,0.612
rinsing,1.0,0.959,0.927
steak,1.0,0.924,0.898
jumps,1.0,0.843,0.763
compete,1.0,0.742,0.633
garden,1.0,0.821,0.713
backs,1.0,0.687,0.503
hugging,1.0,0.754,0.681
step,1.0,0.684,0.58
buttering,1.0,0.932,0.914
eyelid,1.0,0.9,0.855
teenage,1.0,0.846,0.755
danced,1.0,0.926,0.874
pen,1.0,0.883,0.803
washing,1.0,0.736,0.597
freezer,1.0,0.755,0.676
barking,1.0,0.888,0.849
ocean,1.0,0.847,0.786
preparing,1.0,0.781,0.653
pole,1.0,0.87,0.813
automatic,1.0,0.673,0.454
bunny,1.0,0.792,0.72
stuffed,1.0,0.816,0.653
runway,1.0,0.902,0.844
shower,1.0,0.865,0.831
leaf,1.0,0.92,0.851
squeezing,1.0,0.837,0.79
square,1.0,0.665,0.493
shoots,1.0,0.76,0.634
cigarette,1.0,0.721,0.592
hurting,1.0,0.746,0.672
cement,1.0,0.707,0.583
blocks,1.0,0.668,0.468
spray,1.0,0.709,0.587
counter,1.0,0.702,0.565
strip,1.0,0.623,0.424
window,1.0,0.876,0.813
staring,1.0,0.9,0.858
digging,1.0,0.871,0.837
lake,1.0,0.921,0.841
lands,1.0,0.787,0.599
backwards,1.0,0.773,0.688
pushing,1.0,0.848,0.777
cream,1.0,0.79,0.685
internet,1.0,0.618,0.505
grass,1.0,0.838,0.762
sliced,1.0,0.762,0.694
monitor,1.0,0.623,0.475
laptop,1.0,0.842,0.79
opens,1.0,0.781,0.655
crawling,1.0,0.876,0.827
painting,1.0,0.758,0.667
carrot,1.0,0.889,0.833
pulls,1.0,0.824,0.777
tail,1.0,0.682,0.6
seasoning,1.0,0.742,0.678
rhino,1.0,0.895,0.856
mother,1.0,0.723,0.589
adult,1.0,0.605,0.42
partially,1.0,0.595,0.346
catches,1.0,0.711,0.561
watching,1.0,0.78,0.694
stuck,1.0,0.688,0.526
flip,1.0,0.81,0.745
sky,1.0,0.771,0.673
raft,1.0,0.908,0.823
relaxes,1.0,0.736,0.607
pressing,1.0,0.659,0.554
turns,1.0,0.679,0.485
exploded,1.0,0.844,0.76
rocket,1.0,0.705,0.55
Robin,1.0,0.775,0.614
flies,1.0,0.791,0.659
speaker,1.0,0.722,0.56
box,1.0,0.711,0.6
math,1.0,0.751,0.671
classes,1.0,0.819,0.746
cameras,1.0,0.809,0.729
sidewalk,1.0,0.89,0.817
guns,1.0,0.711,0.61
dry,1.0,0.599,0.441
tortilla,1.0,0.923,0.879
tapping,1.0,0.864,0.779
table,1.0,0.847,0.76
firing,1.0,0.683,0.536
bears,1.0,0.679,0.534
bin,1.0,0.668,0.576
shoulders,1.0,0.826,0.74
shaking,1.0,0.767,0.724
trick,1.0,0.747,0.642
wake,1.0,0.516,0.354
milk,1.0,0.87,0.823
sits,1.0,0.863,0.78
arts,1.0,0.744,0.653
jump,1.0,0.668,0.558
blanket,1.0,0.908,0.865
puppies,1.0,0.913,0.893
rice,1.0,0.736,0.663
heading,1.0,0.763,0.694
football,1.0,0.664,0.529
Paper,1.0,0.901,0.849
read,1.0,0.696,0.653
yellow,1.0,0.78,0.664
beats,1.0,0.706,0.445
ingredients,1.0,0.791,0.741
Soccer,1.0,0.726,0.662
scores,1.0,0.527,0.35
splashes,1.0,0.884,0.833
dish,1.0,0.774,0.702
gray,1.0,0.759,0.674
You,1.0,0.794,0.783
T,1.0,0.682,0.585
shirt,1.0,0.862,0.814
friend,1.0,0.724,0.637
makeup,1.0,0.813,0.781
couch,1.0,0.849,0.797
desert,1.0,0.871,0.766
toys,1.0,0.753,0.688
ladies,1.0,0.839,0.745
shadow,1.0,0.726,0.633
pet,1.0,0.735,0.59
petting,1.0,0.928,0.903
bathing,1.0,0.708,0.578
teams,1.0,0.721,0.645
Different,1.0,0.652,0.556
sets,1.0,0.644,0.436
rat,1.0,0.797,0.717
aims,1.0,0.785,0.592
robots,1.0,0.777,0.687
robot,1.0,0.703,0.605
grazing,1.0,0.92,0.887
beside,1.0,0.784,0.699
split,1.0,0.677,0.487
checks,1.0,0.662,0.486
cage,1.0,0.949,0.91
loses,1.0,0.725,0.528
sunglasses,1.0,0.86,0.805
eyes,1.0,0.708,0.625
prey,1.0,0.727,0.653
chases,1.0,0.808,0.786
cow,1.0,0.845,0.802
tiny,1.0,0.64,0.457
sauce,1.0,0.821,0.796
orange,1.0,0.734,0.628
rider,1.0,0.839,0.829
towel,1.0,0.8,0.769
hanging,1.0,0.752,0.629
cliff,1.0,0.735,0.639
dropping,1.0,0.862,0.808
kitten,1.0,0.863,0.83
eats,1.0,0.885,0.843
fence,1.0,0.913,0.849
asleep,1.0,0.863,0.803
toilet,1.0,0.739,0.639
rocks,1.0,0.667,0.527
luck,1.0,0.771,0.71
therefore,1.0,0.655,0.521
proposes,1.0,0.914,0.863
references,1.0,0.93,0.902
paragraphs,1.0,0.973,0.967
remind,1.0,0.946,0.922
allies,1.0,0.83,0.761
fervent,1.0,0.954,0.948
5.30,1.0,0.996,0.992
fishermen,1.0,0.922,0.893
inactive,1.0,0.985,0.979
tired,1.0,0.991,0.987
qualified,1.0,0.855,0.78
revert,1.0,1.0,1.0
Article,1.0,0.908,0.843
272,1.0,0.917,0.873
voting,1.0,0.717,0.582
Parliament,1.0,0.732,0.615
expense,1.0,0.962,0.958
detriment,1.0,0.955,0.947
babies,1.0,0.826,0.776
17h30,1.0,0.901,0.853
pontificate,1.0,1.0,1.0
resolution,1.0,0.757,0.665
sittings,1.0,1.0,1.0
faithfully,1.0,1.0,1.0
honourably,1.0,0.888,0.864
Tunisia,1.0,0.888,0.865
explained,1.0,0.898,0.87
underlying,1.0,1.0,1.0
directive,1.0,0.858,0.831
amendment,1.0,0.76,0.737
root,1.0,0.807,0.733
modification,1.0,0.816,0.778
Cashman,1.0,0.937,0.897
summarised,1.0,0.985,0.978
bureaucracy,1.0,0.94,0.919
summed,1.0,1.0,0.999
pride,1.0,0.854,0.813
Thank,1.0,0.951,0.931
insist,1.0,0.819,0.746
avoided,1.0,0.919,0.883
catastrophe,1.0,0.976,0.967
Selective,1.0,1.0,0.999
subsidy,1.0,0.965,0.962
Specific,1.0,0.955,0.946
premium,1.0,0.894,0.847
provision,1.0,0.749,0.696
wide,1.0,0.729,0.627
arbitrariness,1.0,0.992,0.985
arbitrary,1.0,0.845,0.812
Maij,1.0,0.941,0.917
